CustomerID,Tenure,SatisfactionScore,Complain,DaySinceLastOrder,WarehouseToHome,CashbackAmount,ChurnRiskScore
50937,9.0,4,0,0.0,19.0,120.33000000000001,0.4518180427981403
54077,1.0,5,0,7.0,7.0,153.67,0.44949931168150953
51258,4.0,5,1,3.0,9.0,130.65,0.449449950235152
52179,0.0,3,0,2.0,14.0,125.38999999999999,0.4472887521454298
52235,9.0,5,1,8.0,20.0,122.35,0.44567490401425347
54114,1.0,3,0,3.0,7.0,158.75,0.4449976868839487
51762,9.0,1,1,0.0,8.0,117.02000000000001,0.44488330117858416
51455,0.0,1,0,0.0,21.0,128.71,0.44439189891541225
53887,15.0,3,1,3.0,30.0,195.82,0.44304927939788014
55357,15.0,3,1,3.0,30.0,195.82,0.44304927939788014
52073,0.0,1,0,0.0,11.0,110.50999999999999,0.4426997660311194
54776,1.0,1,0,1.0,10.0,142.06,0.4422245656021218
53828,1.0,3,1,4.0,33.0,153.14,0.44181274496168765
52202,0.0,3,0,2.0,5.0,130.33,0.44168526625910043
55528,1.0,4,0,3.0,9.0,147.26,0.436366274346121
55385,1.0,3,0,3.0,24.0,148.05,0.43404492779953235
51340,0.0,3,0,0.0,11.0,129.66,0.4331565057171567
53477,1.0,3,0,3.0,15.0,171.21,0.43238635577226536
54322,1.0,4,0,3.0,16.0,145.24,0.4319493446762446
55298,1.0,3,1,4.0,33.0,153.14,0.43071855151224203
50488,1.0,4,1,5.0,8.0,147.79,0.4293975928680921
51363,0.0,1,1,0.0,22.0,129.35,0.42887745957961215
50901,0.0,3,1,3.0,10.0,141.62,0.42818295020142527
55095,1.0,4,0,2.0,8.0,145.96,0.4273009405413032
50374,0.0,3,0,2.0,12.0,127.72999999999999,0.4271941211791335
52407,9.0,4,0,0.0,19.0,120.33000000000001,0.42355437971930077
51225,0.0,3,1,0.0,6.0,129.33,0.42292362193655464
52769,0.0,3,0,2.0,7.0,133.75,0.42272652192876414
53915,1.0,3,0,3.0,24.0,148.05,0.41833383762625614
52732,0.0,5,0,6.0,7.0,128.67,0.4176593931788808
52975,1.0,5,1,4.0,18.0,172.41,0.4157680306980362
53203,1.0,2,0,2.0,10.0,145.45,0.41545322661642725
52161,9.0,4,1,2.0,6.0,120.69999999999999,0.41420112863013064
54994,1.0,3,0,3.0,13.0,150.39,0.4136222115125293
51844,0.0,3,0,2.0,12.0,127.72999999999999,0.41317012333722064
55547,1.0,5,0,7.0,8.0,153.67,0.4122911142107532
53625,1.0,4,0,2.0,7.0,145.96,0.4097684163657484
50639,9.0,3,1,0.0,16.0,122.19999999999999,0.40838017266477866
52109,9.0,3,1,0.0,16.0,122.19999999999999,0.40821664649797074
51299,0.0,3,0,2.0,6.0,133.75,0.4082127410365892
51964,0.0,5,0,1.0,8.0,134.24,0.4080565339459886
51350,0.0,4,0,2.0,8.0,134.68,0.40725116507618725
53189,1.0,3,0,3.0,13.0,152.73,0.40714980661689654
52852,1.0,4,0,3.0,16.0,145.24,0.40693104019668014
52891,1.0,5,0,1.0,7.0,167.98,0.40652998892344255
52208,9.0,3,0,0.0,23.0,122.9,0.40628324289566903
50738,9.0,3,0,0.0,23.0,122.9,0.40628324289566903
55063,1.0,3,0,4.0,11.0,150.17,0.40598152496257833
53593,1.0,3,0,4.0,11.0,150.17,0.40598152496257833
54445,1.0,5,1,4.0,18.0,172.41,0.4057329100797574
54274,1.0,3,0,3.0,25.0,152.74,0.40542997022277044
50691,9.0,4,1,2.0,6.0,120.69999999999999,0.4043621594443622
53656,1.0,2,0,3.0,26.0,161.69,0.4039876230854723
52349,0.0,1,0,2.0,7.0,132.29,0.40349283423955173
54930,1.0,3,0,4.0,7.0,145.07,0.40285608989481586
53773,1.0,3,0,3.0,27.0,147.72,0.40256861037640496
55243,1.0,3,0,3.0,27.0,147.72,0.40256861037640496
53601,1.0,3,0,2.0,7.0,137.23,0.40249257080827444
53600,1.0,2,1,2.0,32.0,154.94,0.4022524374914542
51851,0.0,1,1,2.0,12.0,56.0,0.40191020048419523
50422,2.0,3,0,0.0,14.0,126.41999999999999,0.4013818649757621
51219,9.0,5,0,2.0,13.0,120.62,0.39977930150321533
52689,9.0,5,0,2.0,13.0,120.62,0.39977930150321533
54878,1.0,4,0,3.0,23.0,153.11,0.39861142999011195
53011,1.0,3,1,5.0,9.0,169.78,0.3959295069289322
55126,1.0,1,0,3.0,26.0,161.69,0.39525732686822435
52214,1.0,5,0,3.0,25.0,131.96,0.3931680203223347
53364,7.0,5,1,3.0,7.0,152.99,0.39302720703099675
50078,7.0,3,1,0.0,16.0,138.15,0.39297263816649525
51548,7.0,3,1,0.0,16.0,138.15,0.39297263816649525
51369,9.0,1,0,0.0,21.0,112.32,0.39290716240859774
53329,1.0,5,0,4.0,11.0,167.56,0.39162642237209616
54299,1.0,3,0,3.0,35.0,211.39,0.389781096972004
51106,0.0,5,0,2.0,35.0,139.07,0.38967811112309175
52576,0.0,5,0,2.0,35.0,139.07,0.38967811112309175
50510,0.0,5,1,3.0,9.0,141.94,0.3883590229989766
55331,1.0,1,0,3.0,9.0,150.8,0.38632378715325283
53861,1.0,1,0,3.0,9.0,150.8,0.38632378715325283
50544,1.0,3,0,2.0,14.0,123.77000000000001,0.3828027807780005
53325,1.0,5,1,4.0,10.0,166.94,0.3819330195529992
50778,0.0,3,0,3.0,14.0,125.16999999999999,0.37947889491761655
52248,0.0,3,0,3.0,14.0,125.16999999999999,0.37947889491761655
53809,1.0,1,0,1.0,10.0,145.61,0.3793700964696826
55279,1.0,1,0,1.0,10.0,145.61,0.3793700964696826
55165,1.0,5,0,8.0,14.0,160.78,0.3784690563268522
50640,1.0,4,0,0.0,16.0,110.52000000000001,0.3760167319539722
55569,1.0,1,0,5.0,19.0,151.47,0.3736617926677221
54099,1.0,1,0,5.0,19.0,151.47,0.3736617926677221
50479,9.0,3,0,0.0,8.0,122.74000000000001,0.3722477039879475
51949,9.0,3,0,0.0,8.0,122.74000000000001,0.3722477039879475
50494,0.0,5,0,1.0,8.0,134.24,0.3712983937965224
53460,1.0,3,0,4.0,7.0,145.07,0.3710091597897459
53518,5.0,3,1,3.0,13.0,152.03,0.3702195997575755
55568,1.0,3,0,3.0,8.0,171.17,0.36968445944542244
54481,1.0,3,1,5.0,9.0,169.78,0.3696063040314659
50196,0.0,3,1,4.0,8.0,144.78,0.36929514715436607
51990,4.0,1,1,2.0,14.0,123.56,0.3676714862718524
50872,0.0,2,1,4.0,16.0,157.69,0.36693093826688317
55186,1.0,3,1,4.0,11.0,166.62,0.36512260813860303
51552,0.0,4,1,2.0,14.0,123.28,0.36484688994516085
51484,0.0,3,0,2.0,34.0,186.39,0.3632845223929915
55082,2.0,3,1,3.0,8.0,146.54,0.3619874207795706
54621,1.0,3,0,1.0,36.0,168.06,0.361434029408668
54646,1.0,3,0,4.0,13.0,146.87,0.36108338670761225
51262,0.0,5,0,6.0,6.0,128.67,0.36087493714653407
53071,1.0,3,1,4.0,17.0,167.6,0.360702678887701
54541,1.0,3,1,4.0,17.0,167.6,0.360702678887701
53687,1.0,2,1,5.0,17.0,182.69,0.3603133091191523
53695,1.0,5,0,8.0,14.0,160.78,0.36023015461126634
51892,2.0,3,0,0.0,14.0,126.41999999999999,0.3598983010650522
52369,9.0,5,0,0.0,7.0,120.66,0.35891487311103526
55178,1.0,5,0,5.0,18.0,145.99,0.35831351113544924
52110,1.0,4,0,0.0,16.0,110.52000000000001,0.3576340360171235
54834,7.0,5,1,3.0,7.0,152.99,0.3576291978016439
55157,1.0,1,1,5.0,17.0,182.69,0.3568882098009311
51386,9.0,1,0,0.0,10.0,119.50999999999999,0.35632571272225094
54816,7.0,4,1,4.0,10.0,147.77,0.35565689807222783
53346,7.0,4,1,4.0,10.0,147.77,0.35565689807222783
54988,2.0,3,1,3.0,13.0,152.03,0.35499437457950167
50441,0.0,3,0,2.0,16.0,135.05,0.3539489389906971
54799,1.0,5,0,4.0,11.0,167.56,0.35373779127193095
51454,0.0,1,0,1.0,13.0,128.89,0.3536370485738032
54673,1.0,1,0,2.0,10.0,145.45,0.3535596029109437
50703,4.0,3,1,2.0,12.0,127.03,0.35290241542754186
55563,5.0,1,1,1.0,9.0,136.29,0.35286158198122475
50332,0.0,2,0,3.0,13.0,215.57,0.35274457199691533
53176,1.0,3,0,4.0,13.0,146.87,0.3526421184601875
53060,5.0,4,1,3.0,16.0,151.57,0.35079447445157774
54098,1.0,3,0,3.0,7.0,171.17,0.34936752184553543
51056,9.0,4,0,3.0,13.0,120.13,0.34837360590583266
52526,9.0,4,0,3.0,13.0,120.13,0.34837360590583266
50101,9.0,2,0,0.0,9.0,121.77000000000001,0.34832532414717043
52342,0.0,1,1,4.0,16.0,157.69,0.34791214656567937
51403,8.0,5,1,2.0,29.0,140.14,0.34656006670443046
51044,0.0,1,1,3.0,8.0,137.6,0.3463603538267647
54073,5.0,5,1,4.0,10.0,155.65,0.3448891047377412
54659,1.0,3,0,3.0,13.0,152.73,0.3447810268031208
55154,1.0,3,0,3.0,25.0,187.32,0.3426335838382613
51389,0.0,3,0,7.0,14.0,187.26,0.3426124768557157
53151,1.0,3,0,1.0,36.0,168.06,0.3426072396857479
51911,0.0,3,0,2.0,16.0,135.05,0.34197000228767177
55070,1.0,1,1,2.0,32.0,154.94,0.3419002848034995
51072,14.0,3,1,2.0,29.0,170.82,0.34177535350540444
52542,14.0,3,1,2.0,29.0,170.82,0.34177535350540444
53684,1.0,3,0,3.0,25.0,187.32,0.34164808690929843
54947,1.0,3,0,3.0,15.0,171.21,0.33986580166127617
51349,6.0,3,1,0.0,9.0,129.09,0.3398066337668662
50600,0.0,3,0,2.0,23.0,143.77,0.33969470554243114
53454,8.0,3,1,1.0,17.0,147.2,0.33891049050419125
53612,2.0,3,1,3.0,7.0,146.54,0.33800979497868705
50391,9.0,3,0,0.0,9.0,112.81,0.3368533611817341
54924,8.0,3,1,1.0,17.0,147.2,0.33680739175446267
55391,1.0,5,0,3.0,36.0,164.07,0.3363585627502038
53921,1.0,5,0,3.0,36.0,164.07,0.3363585627502038
51046,0.0,1,0,2.0,14.0,125.80000000000001,0.3361236235568445
52516,0.0,1,0,2.0,14.0,125.80000000000001,0.3361236235568445
51459,0.0,3,0,2.0,24.0,127.74000000000001,0.3356935635462503
53046,1.0,3,0,8.0,7.0,177.96,0.33540240471275673
52014,1.0,3,0,2.0,14.0,123.77000000000001,0.3338972573849144
50879,0.0,2,0,2.0,6.0,132.29,0.33380836093786354
52604,9.0,5,0,0.0,10.0,121.09,0.3336208307210403
51134,9.0,5,0,0.0,10.0,121.09,0.3336208307210403
53052,14.0,3,1,8.0,17.0,147.13,0.33275737996193083
53030,1.0,4,0,8.0,15.0,187.14,0.33233915207837145
53228,1.0,5,0,3.0,17.0,212.93,0.33176557877557494
52374,9.0,3,1,3.0,11.0,121.27000000000001,0.3310524738466739
50520,4.0,2,1,2.0,14.0,123.56,0.3301080610968176
52070,0.0,3,0,2.0,23.0,143.77,0.32970430657708166
50662,0.0,3,0,2.0,14.0,146.21,0.32963855086544114
52903,1.0,3,0,3.0,27.0,224.81,0.32862457786616384
54373,1.0,3,0,3.0,27.0,224.81,0.32862457786616384
51647,9.0,3,0,0.0,16.0,112.0,0.3283760153129336
50549,6.0,5,1,2.0,6.0,127.99000000000001,0.328302692396123
54726,1.0,3,0,3.0,17.0,160.05,0.3266956561156622
55071,1.0,3,0,2.0,8.0,137.23,0.3264205397639961
50841,0.0,2,0,2.0,25.0,136.69,0.32528391422101527
52318,9.0,1,0,0.0,7.0,116.11000000000001,0.3244328857023326
54530,5.0,4,1,3.0,16.0,151.57,0.32387334045599336
53161,1.0,2,0,2.0,31.0,149.0,0.32383765973634787
52371,0.0,3,1,3.0,10.0,141.62,0.32282169828491497
50928,9.0,3,0,0.0,13.0,112.74000000000001,0.3219542849551894
52398,9.0,3,0,0.0,13.0,112.74000000000001,0.3219542849551894
51124,0.0,1,0,4.0,14.0,134.45,0.3216711680692449
50800,8.0,3,1,2.0,12.0,135.06,0.3214268735359316
50392,0.0,5,0,2.0,10.0,128.19,0.3207803836561954
50514,0.0,5,0,3.0,10.0,142.56,0.3200503210960983
53840,1.0,5,0,8.0,26.0,165.66,0.3184822109314523
55310,1.0,5,0,8.0,26.0,165.66,0.3184822109314523
54698,1.0,5,0,3.0,17.0,212.93,0.31827114720152844
54164,7.0,3,1,1.0,10.0,154.09,0.31766559734213284
50785,0.0,2,1,1.0,31.0,129.94,0.31715297800703757
52019,6.0,5,1,2.0,6.0,127.99000000000001,0.31694273033088605
53561,9.0,5,1,3.0,24.0,214.66,0.3168697729874979
51474,0.0,1,0,1.0,14.0,125.22999999999999,0.31606476083637225
54779,1.0,5,0,2.0,9.0,159.24,0.3160212976360032
55543,5.0,5,1,4.0,10.0,155.65,0.3150935638292366
50904,9.0,3,1,3.0,11.0,121.27000000000001,0.31494059325834717
51495,9.0,4,0,0.0,9.0,114.83000000000001,0.31480103862956366
53245,1.0,5,0,8.0,14.0,193.11,0.3127336350962945
54715,1.0,5,0,8.0,14.0,193.11,0.3127336350962945
54516,1.0,3,0,8.0,7.0,177.96,0.3127220866458866
52594,0.0,1,0,4.0,14.0,134.45,0.3127074081961935
50899,9.0,5,0,0.0,6.0,120.66,0.3118851052163589
53309,1.0,5,0,2.0,9.0,159.24,0.3111545512276615
50237,9.0,3,1,7.0,16.0,122.13,0.31039868676005755
50326,4.0,2,1,5.0,8.0,165.82,0.31018798739809483
54367,1.0,4,1,3.0,12.0,148.28,0.3099037325493376
55409,1.0,1,0,5.0,15.0,159.45,0.30898107783511597
52415,9.0,3,0,0.0,7.0,115.63,0.3089394785238551
54500,1.0,4,0,8.0,15.0,187.14,0.3087799710741851
54677,1.0,5,0,3.0,11.0,153.19,0.3079411593263974
54846,1.0,5,0,8.0,7.0,167.94,0.3074828635316227
54093,5.0,1,1,1.0,9.0,136.29,0.30677425327220087
50231,0.0,3,0,7.0,6.0,152.96,0.3061523296630999
50352,9.0,4,0,0.0,23.0,121.27000000000001,0.30606443444909986
52514,0.0,1,1,3.0,8.0,137.6,0.30599612154619277
53036,1.0,2,0,3.0,33.0,154.04,0.3049119663200079
54269,1.0,1,0,2.0,14.0,153.89,0.30484322825188526
54720,12.0,3,1,2.0,9.0,155.57,0.30405556302602627
51822,9.0,4,0,0.0,23.0,121.27000000000001,0.30333217745942365
53088,1.0,2,1,4.0,11.0,169.87,0.3032323279747552
53250,12.0,3,1,2.0,9.0,155.57,0.3029875958388227
53950,1.0,3,0,8.0,23.0,177.94,0.30298346208279375
52311,0.0,1,0,2.0,25.0,136.69,0.3026543344721594
50848,9.0,2,0,0.0,6.0,116.11000000000001,0.30092388715700724
51400,0.0,1,1,0.0,29.0,141.57,0.3008088363796126
50846,0.0,2,0,0.0,14.0,125.34,0.30068649784636503
51571,9.0,1,0,0.0,9.0,121.77000000000001,0.2997659175655675
51471,0.0,4,0,3.0,14.0,123.68,0.2989619615645925
50809,9.0,5,0,2.0,6.0,120.80000000000001,0.29863891869325243
52350,0.0,5,0,7.0,13.0,135.78,0.2986196841656224
54631,1.0,1,0,2.0,31.0,149.0,0.2986169429462986
51480,0.0,3,0,7.0,31.0,129.42,0.29833238609496177
50082,0.0,4,1,2.0,14.0,123.28,0.2980857691161226
51984,0.0,5,0,3.0,10.0,142.56,0.2979083162983999
51861,9.0,3,0,0.0,9.0,112.81,0.2976111794537838
51666,0.0,3,1,4.0,8.0,144.78,0.29760777005706096
54124,1.0,3,1,5.0,15.0,174.07,0.29747763521323034
51726,0.0,3,1,3.0,16.0,142.6,0.2974171889085816
50256,0.0,3,1,3.0,16.0,142.6,0.2974171889085816
53022,1.0,4,1,5.0,7.0,188.49,0.2972907138393885
53939,1.0,1,0,5.0,15.0,159.45,0.29711278024292825
53208,1.0,4,0,3.0,15.0,173.51,0.2971015867688752
51135,0.0,3,0,7.0,22.0,152.94,0.2968451216685868
53680,11.0,3,1,4.0,11.0,154.96,0.29662971239239544
50865,10.0,3,1,3.0,10.0,129.96,0.29646869371736356
54257,1.0,3,0,3.0,10.0,174.99,0.29567438126930407
51289,0.0,3,1,2.0,8.0,139.77,0.29508895555551745
52759,0.0,3,1,2.0,8.0,139.77,0.29508895555551745
53472,1.0,5,0,4.0,7.0,164.55,0.29503136658727597
55094,2.0,5,0,3.0,8.0,145.8,0.29327131621886526
51338,12.0,1,0,3.0,30.0,220.31,0.2932149451636149
54655,8.0,3,1,7.0,21.0,150.79,0.29319350522958404
53185,8.0,3,1,7.0,21.0,150.79,0.29319350522958404
50388,9.0,2,0,1.0,9.0,120.44999999999999,0.29317702674231866
53689,1.0,2,0,2.0,9.0,164.04,0.29249960765916294
53969,10.0,5,1,8.0,17.0,208.21,0.2922605345416134
